!ORDERID,!ITEMID,!PRODUCTID,!PRODUCTCODE,!PRODUCT,!PRICE,!AMOUNT,!PROVIDER,!OPTION_CLASS,!OPTION_VALUE,!EXTRA_DATA
814,1121,8,3514,Morning Birdsong Breakfast Blend,10.49,2,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""4"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""20.98"";s:8:""subtotal"";s:5:""20.98"";}}"
815,1122,7,3552,Flying Free French Roast,10.49,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""2"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""10.49"";s:8:""subtotal"";s:5:""10.49"";}}"
815,1123,8,3514,Morning Birdsong Breakfast Blend,10.49,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""4"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""10.49"";s:8:""subtotal"";s:5:""10.49"";}}"
816,1124,8,3514,Morning Birdsong Breakfast Blend,10.49,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""4"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""10.49"";s:8:""subtotal"";s:5:""10.49"";}}"
817,1125,8,3514,Morning Birdsong Breakfast Blend,10.49,3,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""4"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""31.47"";s:8:""subtotal"";s:5:""31.47"";}}"
817,1126,7,3552,Flying Free French Roast,10.49,3,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""2"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""31.47"";s:8:""subtotal"";s:5:""31.47"";}}"
818,1127,8,3514,Morning Birdsong Breakfast Blend,9.99,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;i:3;}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:4:""9.99"";s:8:""subtotal"";s:4:""9.99"";}}"
818,1128,7,3552,Flying Free French Roast,9.99,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;i:1;}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:4:""9.99"";s:8:""subtotal"";s:4:""9.99"";}}"
819,1129,8,3514,Morning Birdsong Breakfast Blend,10.49,6,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""4"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""62.94"";s:8:""subtotal"";s:5:""62.94"";}}"
820,1130,9,3570,No Ruffled Feathers Decaf,10.59,5,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:3;s:1:""5"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.59"";s:16:""discounted_price"";s:5:""52.95"";s:8:""subtotal"";s:5:""52.95"";}}"
820,1131,8,3514,Morning Birdsong Breakfast Blend,9.99,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""3"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:4:""9.99"";s:8:""subtotal"";s:4:""9.99"";}}"
821,1132,7,3552,Flying Free French Roast,10.49,2,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""2"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""20.98"";s:8:""subtotal"";s:5:""20.98"";}}"
822,1133,8,3514,Morning Birdsong Breakfast Blend,10.49,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""4"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""10.49"";s:8:""subtotal"";s:5:""10.49"";}}"
823,1134,8,3514,Morning Birdsong Breakfast Blend,10.49,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""4"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""10.49"";s:8:""subtotal"";s:5:""10.49"";}}"
824,1135,7,3552,Flying Free French Roast,10.49,7,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""2"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""73.43"";s:8:""subtotal"";s:5:""73.43"";}}"
825,1136,12,28052,Flying Free French Roast - 2 lb. Value Size Bag,19.99,9,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:6;s:2:""11"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:5:""19.99"";s:16:""discounted_price"";s:6:""161.92"";s:8:""subtotal"";s:6:""161.92"";}}"
826,1137,3,9434,"Melitta, Unbleached, #4 Cone Filters - 40 Count",2.65,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";N;s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:4:""2.65"";s:16:""discounted_price"";s:4:""2.65"";s:8:""subtotal"";s:4:""2.65"";}}"
826,1138,8,3514,Morning Birdsong Breakfast Blend,9.99,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""3"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:4:""9.99"";s:8:""subtotal"";s:4:""9.99"";}}"
827,1139,7,3552,Flying Free French Roast,10.49,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""2"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""10.49"";s:8:""subtotal"";s:5:""10.49"";}}"
827,1140,8,3514,Morning Birdsong Breakfast Blend,10.49,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""4"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""10.49"";s:8:""subtotal"";s:5:""10.49"";}}"
827,1141,9,3570,No Ruffled Feathers Decaf,11.09,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:3;s:1:""6"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""11.09"";s:16:""discounted_price"";s:5:""11.09"";s:8:""subtotal"";s:5:""11.09"";}}"
828,1142,7,3552,Flying Free French Roast,9.99,6,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""1"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:5:""59.94"";s:8:""subtotal"";s:5:""59.94"";}}"
829,1143,8,3514,Morning Birdsong Breakfast Blend,10.49,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""4"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""10.49"";s:8:""subtotal"";s:5:""10.49"";}}"
830,1144,8,3514,Morning Birdsong Breakfast Blend,9.99,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;i:3;}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:4:""9.99"";s:8:""subtotal"";s:4:""9.99"";}}"
830,1145,7,3552,Flying Free French Roast,9.99,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;i:1;}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:4:""9.99"";s:8:""subtotal"";s:4:""9.99"";}}"
831,1146,12,28052,Flying Free French Roast - 2 lb. Value Size Bag,19.99,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:6;s:2:""11"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""19.99"";s:16:""discounted_price"";s:5:""19.99"";s:8:""subtotal"";s:5:""19.99"";}}"
832,1147,7,3552,Flying Free French Roast,9.99,6,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""1"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:5:""59.94"";s:8:""subtotal"";s:5:""59.94"";}}"
833,1148,8,3514,Morning Birdsong Breakfast Blend,10.49,6,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""4"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""62.94"";s:8:""subtotal"";s:5:""62.94"";}}"
834,1149,8,3514,Morning Birdsong Breakfast Blend,9.99,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""3"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:4:""9.99"";s:8:""subtotal"";s:4:""9.99"";}}"
834,1150,12,28052,Flying Free French Roast - 2 lb. Value Size Bag,19.99,2,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:6;s:2:""11"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:5:""19.99"";s:16:""discounted_price"";s:5:""39.98"";s:8:""subtotal"";s:5:""39.98"";}}"
835,1151,8,3514,Morning Birdsong Breakfast Blend,10.49,2,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""4"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""20.98"";s:8:""subtotal"";s:5:""20.98"";}}"
836,1152,8,3514,Morning Birdsong Breakfast Blend,10.49,6,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""4"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""62.94"";s:8:""subtotal"";s:5:""62.94"";}}"
837,1153,10,28014,Morning Birdsong Breakfast Blend - 2 lb. Value Size Bag,20.49,3,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:4;s:1:""8"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:5:""20.49"";s:16:""discounted_price"";s:5:""61.47"";s:8:""subtotal"";s:5:""61.47"";}}"
838,1154,7,3552,Flying Free French Roast,9.99,4,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""1"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:5:""37.96"";s:8:""subtotal"";s:5:""37.96"";}}"
838,1155,8,3514,Morning Birdsong Breakfast Blend,9.99,6,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""3"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:5:""56.94"";s:8:""subtotal"";s:5:""56.94"";}}"
838,1156,9,3570,No Ruffled Feathers Decaf,10.59,2,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:3;s:1:""5"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.59"";s:16:""discounted_price"";s:5:""20.12"";s:8:""subtotal"";s:5:""20.12"";}}"
839,1157,7,3552,Flying Free French Roast,10.49,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""2"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""10.49"";s:8:""subtotal"";s:5:""10.49"";}}"
839,1158,8,3514,Morning Birdsong Breakfast Blend,10.49,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""4"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""10.49"";s:8:""subtotal"";s:5:""10.49"";}}"
840,1159,11,28070,No Ruffled Feathers Decaf - 2 lb. Value Size Bag,20.99,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:5;s:1:""9"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:5:""20.99"";s:16:""discounted_price"";s:5:""20.99"";s:8:""subtotal"";s:5:""20.99"";}}"
841,1160,8,3514,Morning Birdsong Breakfast Blend,10.49,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""4"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""10.49"";s:8:""subtotal"";s:5:""10.49"";}}"
842,1161,10,28014,Morning Birdsong Breakfast Blend - 2 lb. Value Size Bag,20.49,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:4;s:1:""8"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:5:""20.49"";s:16:""discounted_price"";s:5:""20.49"";s:8:""subtotal"";s:5:""20.49"";}}"
843,1162,7,3552,Flying Free French Roast,10.49,2,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""2"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""20.98"";s:8:""subtotal"";s:5:""20.98"";}}"
844,1163,8,3514,Morning Birdsong Breakfast Blend,9.99,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;i:3;}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:4:""9.99"";s:8:""subtotal"";s:4:""9.99"";}}"
844,1164,7,3552,Flying Free French Roast,9.99,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;i:1;}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:4:""9.99"";s:8:""subtotal"";s:4:""9.99"";}}"
845,1165,8,3514,Morning Birdsong Breakfast Blend,10.49,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""4"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""10.49"";s:8:""subtotal"";s:5:""10.49"";}}"
846,1166,8,3514,Morning Birdsong Breakfast Blend,10.49,6,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""4"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""62.94"";s:8:""subtotal"";s:5:""62.94"";}}"
847,1167,9,3570,No Ruffled Feathers Decaf,10.59,5,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:3;s:1:""5"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.59"";s:16:""discounted_price"";s:5:""52.95"";s:8:""subtotal"";s:5:""52.95"";}}"
847,1168,8,3514,Morning Birdsong Breakfast Blend,9.99,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""3"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:4:""9.99"";s:8:""subtotal"";s:4:""9.99"";}}"
848,1169,8,3514,Morning Birdsong Breakfast Blend,9.99,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""3"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:4:""9.99"";s:8:""subtotal"";s:4:""9.99"";}}"
848,1170,12,28052,Flying Free French Roast - 2 lb. Value Size Bag,19.99,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:6;s:2:""11"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:5:""19.99"";s:16:""discounted_price"";s:5:""19.99"";s:8:""subtotal"";s:5:""19.99"";}}"
848,1171,10,28014,Morning Birdsong Breakfast Blend - 2 lb. Value Size Bag,19.99,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:4;s:1:""7"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:5:""19.99"";s:16:""discounted_price"";s:5:""19.99"";s:8:""subtotal"";s:5:""19.99"";}}"
849,1172,12,28052,Flying Free French Roast - 2 lb. Value Size Bag,19.99,3,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:6;s:2:""11"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:5:""19.99"";s:16:""discounted_price"";s:5:""59.97"";s:8:""subtotal"";s:5:""59.97"";}}"
849,1173,7,3552,Flying Free French Roast,9.99,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""1"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:4:""9.99"";s:8:""subtotal"";s:4:""9.99"";}}"
850,1174,8,3514,Morning Birdsong Breakfast Blend,10.49,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""4"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""10.49"";s:8:""subtotal"";s:5:""10.49"";}}"
851,1175,8,3514,Morning Birdsong Breakfast Blend,10.49,6,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""4"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""62.94"";s:8:""subtotal"";s:5:""62.94"";}}"
852,1176,7,3552,Flying Free French Roast,10.49,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""2"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""10.49"";s:8:""subtotal"";s:5:""10.49"";}}"
852,1177,8,3514,Morning Birdsong Breakfast Blend,10.49,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""4"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""10.49"";s:8:""subtotal"";s:5:""10.49"";}}"
852,1178,9,3570,No Ruffled Feathers Decaf,11.09,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:3;s:1:""6"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""11.09"";s:16:""discounted_price"";s:5:""11.09"";s:8:""subtotal"";s:5:""11.09"";}}"
853,1179,7,3552,Flying Free French Roast,10.49,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""2"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""10.49"";s:8:""subtotal"";s:5:""10.49"";}}"
853,1180,8,3514,Morning Birdsong Breakfast Blend,10.49,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""4"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""10.49"";s:8:""subtotal"";s:5:""10.49"";}}"
854,1181,8,3514,Morning Birdsong Breakfast Blend,10.49,3,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""4"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""31.47"";s:8:""subtotal"";s:5:""31.47"";}}"
854,1182,7,3552,Flying Free French Roast,10.49,3,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""2"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""31.47"";s:8:""subtotal"";s:5:""31.47"";}}"
855,1183,8,3514,Morning Birdsong Breakfast Blend,9.99,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;i:3;}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:4:""9.99"";s:8:""subtotal"";s:4:""9.99"";}}"
855,1184,7,3552,Flying Free French Roast,9.99,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;i:1;}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:4:""9.99"";s:8:""subtotal"";s:4:""9.99"";}}"
856,1185,8,3514,Morning Birdsong Breakfast Blend,10.49,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""4"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""10.49"";s:8:""subtotal"";s:5:""10.49"";}}"
857,1186,9,3570,No Ruffled Feathers Decaf,10.59,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:3;s:1:""5"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.59"";s:16:""discounted_price"";s:5:""10.59"";s:8:""subtotal"";s:5:""10.59"";}}"
858,1187,12,28052,Flying Free French Roast - 2 lb. Value Size Bag,19.99,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:6;s:2:""11"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""19.99"";s:16:""discounted_price"";s:5:""19.99"";s:8:""subtotal"";s:5:""19.99"";}}"
859,1188,7,3552,Flying Free French Roast,10.49,2,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;s:1:""2"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""20.98"";s:8:""subtotal"";s:5:""20.98"";}}"
860,1189,8,3514,Morning Birdsong Breakfast Blend,10.49,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""4"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""10.49"";s:8:""subtotal"";s:5:""10.49"";}}"
861,1190,8,3514,Morning Birdsong Breakfast Blend,10.49,6,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""4"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""62.94"";s:8:""subtotal"";s:5:""62.94"";}}"
727,1191,12,28052,Flying Free French Roast - 2 lb. Value Size Bag,20.49,3,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:6;s:2:""12"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";d:20.489999999999998;s:16:""discounted_price"";d:61.469999999999999;s:8:""subtotal"";d:61.469999999999999;}}"
727,1192,9,3570,No Ruffled Feathers Decaf,11.09,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:3;s:1:""6"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";d:11.09;s:16:""discounted_price"";d:11.09;s:8:""subtotal"";d:11.09;}}"
862,1193,12,28052,Flying Free French Roast - 2 lb. Value Size Bag,20.49,3,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:6;s:2:""12"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:5:""20.49"";s:16:""discounted_price"";s:5:""61.47"";s:8:""subtotal"";s:5:""61.47"";}}"
862,1194,9,3570,No Ruffled Feathers Decaf,11.09,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:3;s:1:""6"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:5:""11.09"";s:16:""discounted_price"";s:5:""11.09"";s:8:""subtotal"";s:5:""11.09"";}}"
863,1195,8,3514,Morning Birdsong Breakfast Blend,10.49,2,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""4"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""20.98"";s:8:""subtotal"";s:5:""20.98"";}}"
864,1196,8,3514,Morning Birdsong Breakfast Blend,9.99,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;i:3;}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:4:""9.99"";s:8:""subtotal"";s:4:""9.99"";}}"
864,1197,7,3552,Flying Free French Roast,9.99,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:1;i:1;}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:4:""9.99"";s:16:""discounted_price"";s:4:""9.99"";s:8:""subtotal"";s:4:""9.99"";}}"
865,1198,8,3514,Morning Birdsong Breakfast Blend,10.49,1,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:2;s:1:""4"";}s:5:""taxes"";N;s:7:""display"";a:3:{s:5:""price"";s:5:""10.49"";s:16:""discounted_price"";s:5:""10.49"";s:8:""subtotal"";s:5:""10.49"";}}"
866,1199,12,28052,Flying Free French Roast - 2 lb. Value Size Bag,19.99,5,rtong@rogersfamilyco.com,,,"a:3:{s:15:""product_options"";a:1:{i:6;s:2:""11"";}s:5:""taxes"";a:0:{}s:7:""display"";a:3:{s:5:""price"";s:5:""19.99"";s:16:""discounted_price"";s:5:""99.95"";s:8:""subtotal"";s:5:""99.95"";}}"
